"sequence","species_id","species_name","pdb","prophage","modeller","uniprot","Identity","Coverage1","Coverage2","rank","kegg_hit","EC.x","uniref_hit","uniref_identity","uniref_bitScore","uniref_eVal","cazy_hits","kofam","refseq","swissprot","evalue","score","COG_category","Description","EC.y"
"SpeciesTaxid_1680.NC_008618.1_52","SpeciesTaxid_1680","Bifidobacterium_adolescentis","SpeciesTaxid_1680.NC_008618.1_52.pdb.gz","NO","NO","A0A3D1TN67","100","99.4","100","C","HSP20 family protein",NA,"UniRef90_A0A0A7I1D6 Molecular chaperone Hsp20 n=29 Tax=Bifidobacterium TaxID=1678 RepID=A0A0A7I1D6_9BIFI",0.974,316,4.16e-96,"0","HSP20 family protein",NA,NA,5.09e-110,316,"O","Hsp20/alpha crystallin family","-"
"SpeciesTaxid_1680.NC_008618.1_53","SpeciesTaxid_1680","Bifidobacterium_adolescentis","SpeciesTaxid_1680.NC_008618.1_53.pdb.gz","NO","NO","A0A087AXA6","97.6","98.8","100","C","",NA,"UniRef90_A0A087AXA6 Uncharacterized protein n=10 Tax=Bifidobacterium TaxID=1678 RepID=A0A087AXA6_9BIFI",0.962,168,3.75e-46,"0",NA,"hypothetical protein",NA,NA,NA,NA,NA,NA
"SpeciesTaxid_1680.NC_008618.1_54","SpeciesTaxid_1680","Bifidobacterium_adolescentis","SpeciesTaxid_1680.NC_008618.1_54.pdb.gz","NO","NO","/","/","/","/","C","",NA,"UniRef90_A0ZZF1 Uncharacterized protein n=4 Tax=Bacteria TaxID=2 RepID=A0ZZF1_BIFAA",0.943,271,7.85e-81,"0",NA,"hypothetical protein",NA,NA,NA,NA,NA,NA
"SpeciesTaxid_1680.NC_008618.1_55","SpeciesTaxid_1680","Bifidobacterium_adolescentis","SpeciesTaxid_1680.NC_008618.1_55.pdb.gz","NO","NO","A0ZZF2","100","99.8","94.5","B","",NA,"UniRef90_A0ZZF2 Putative exodeoxyribonuclease V n=27 Tax=Bacteria TaxID=2 RepID=A0ZZF2_BIFAA",0.971,924,1.05e-300,"0",NA,"hypothetical protein",NA,4.16e-22,106,"T","Histidine kinase","-"
"SpeciesTaxid_1680.NC_008618.1_56","SpeciesTaxid_1680","Bifidobacterium_adolescentis","SpeciesTaxid_1680.NC_008618.1_56.pdb.gz","NO","NO","A0ZZF3","100","99.6","97.9","B","",NA,"UniRef90_A0ZZF3 Response regulator of two-component system n=22 Tax=Bifidobacterium TaxID=1678 RepID=A0ZZF3_BIFAA",0.948,476,1.06e-149,"0","two-component system, NarL family, invasion response regulator UvrY",NA,NA,1.68e-36,135,"K","helix_turn_helix, Lux Regulon","-"
"SpeciesTaxid_1680.NC_008618.1_57","SpeciesTaxid_1680","Bifidobacterium_adolescentis","SpeciesTaxid_1680.NC_008618.1_57.pdb.gz","NO","NO","A0ZZF4","100","99.8","96.9","B","queuine tRNA-ribosyltransferase ","2.4.2.29","UniRef90_A0ZZF4 Queuine tRNA-ribosyltransferase n=156 Tax=Bacteria TaxID=2 RepID=A0ZZF4_BIFAA",0.984,979,1.3600145033072e-319,"0","queuine tRNA-ribosyltransferase [EC:2.4.2.29]",NA,NA,0,940,"F","Catalyzes the base-exchange of a guanine (G) residue with the queuine precursor 7-aminomethyl-7-deazaguanine (PreQ1) at position 34 (anticodon wobble position) in tRNAs with GU(N) anticodons (tRNA-Asp, -Asn, -His and -Tyr). Catalysis occurs through a double-displacement mechanism. The nucleophile active site attacks the C1' of nucleotide 34 to detach the guanine base from the RNA, forming a covalent enzyme-RNA intermediate. The proton acceptor active site deprotonates the incoming PreQ1, allowing a nucleophilic attack on the C1' of the ribose to form the product. After dissociation, two additional enzymatic reactions on the tRNA convert PreQ1 to queuine (Q), resulting in the hypermodified nucleoside queuosine (7-(((4,5-cis-dihydroxy-2- cyclopenten-1-yl)amino)methyl)-7-deazaguanosine)","2.4.2.29"
"SpeciesTaxid_1680.NC_008618.1_58","SpeciesTaxid_1680","Bifidobacterium_adolescentis","SpeciesTaxid_1680.NC_008618.1_58.pdb.gz","NO","NO","A0ZZF5","100","99.8","100","B","putative serine protease PepD ","3.4.21.-","UniRef90_A0A173YXN8 DO serine protease n=63 Tax=Bifidobacterium TaxID=1678 RepID=A0A173YXN8_BIFAD",0.88,1173,0,"0","serine protease Do [EC:3.4.21.107]",NA,NA,0,1047,"O","Domain present in PSD-95, Dlg, and ZO-1/2.","-"
"SpeciesTaxid_1680.NC_008618.1_59","SpeciesTaxid_1680","Bifidobacterium_adolescentis","SpeciesTaxid_1680.NC_008618.1_59.pdb.gz","NO","NO","A0ZZF6","100","99.9","100","B","",NA,"UniRef90_A0A0B5BKK3 ATPase n=59 Tax=Bifidobacterium TaxID=1678 RepID=A0A0B5BKK3_BIFAD",0.898,1440,0,"0","P-type Cu2+ transporter [EC:7.2.2.9]",NA,NA,0,1387,"P","E1-E2 ATPase","3.6.3.4,3.6.3.54"
"SpeciesTaxid_1680.NC_008618.1_60","SpeciesTaxid_1680","Bifidobacterium_adolescentis","SpeciesTaxid_1680.NC_008618.1_60.pdb.gz","NO","NO","A0A0G9MCV2","100","99.7","100","B","L-asparaginase ","3.5.1.1","UniRef90_A0A087CVK1 L-asparaginase I n=107 Tax=Bacteria TaxID=2 RepID=A0A087CVK1_BIFRU",0.903,635,7.09e-203,"0","60kDa lysophospholipase [EC:3.1.1.5 3.1.1.47 3.5.1.1]",NA,NA,1.72e-242,666,"EJ","Asparaginase","3.5.1.1"
"SpeciesTaxid_1680.NC_008618.1_61","SpeciesTaxid_1680","Bifidobacterium_adolescentis","SpeciesTaxid_1680.NC_008618.1_61.pdb.gz","NO","NO","A0ZZF8","100","99.8","93.4","B","",NA,"UniRef90_A0ZZF8 Uncharacterized protein n=9 Tax=Bifidobacterium TaxID=1678 RepID=A0ZZF8_BIFAA",0.984,1154,0,"0",NA,"abc transporter permease",NA,7.83e-250,702,"-","-","-"
"SpeciesTaxid_1680.NC_008618.1_62","SpeciesTaxid_1680","Bifidobacterium_adolescentis","SpeciesTaxid_1680.NC_008618.1_62.pdb.gz","NO","NO","A0ZZF9","100","99.8","99.4","B","ferredoxin/flavodoxin---NADP+ reductase ","1.18.1.2 1.19.1.1","UniRef90_A0A0C2VC47 Ferredoxin/ferredoxin-NADP reductase n=89 Tax=Bifidobacteriales TaxID=85004 RepID=A0A0C2VC47_BIFAD",0.954,970,3.336000014658e-316,"0","ferredoxin/flavodoxin---NADP+ reductase [EC:1.18.1.2 1.19.1.1]",NA,NA,0,945,"C","Pyridine nucleotide-disulphide oxidoreductase","1.18.1.2,1.19.1.1"
"SpeciesTaxid_1680.NC_008618.1_63","SpeciesTaxid_1680","Bifidobacterium_adolescentis","SpeciesTaxid_1680.NC_008618.1_63.pdb.gz","NO","NO","A0ZZG0","100","99.7","99.2","B","heat shock protein HtpX ","3.4.24.-","UniRef90_A0ZZG0 Protease HtpX homolog n=51 Tax=Bifidobacteriales TaxID=85004 RepID=A0ZZG0_BIFAA",0.93,728,1.47e-234,"0",NA,"zinc metalloprotease htpx","protease htpx homolog [3.4.24.-]",6.95e-227,629,"O","Belongs to the peptidase M48B family","-"
"SpeciesTaxid_1680.NC_008618.1_64","SpeciesTaxid_1680","Bifidobacterium_adolescentis","SpeciesTaxid_1680.NC_008618.1_64.pdb.gz","NO","NO","A0ZZG1","100","99.7","100","B","",NA,"UniRef90_A0A1X3ADC1 EamA domain-containing protein n=33 Tax=Bifidobacteriales TaxID=85004 RepID=A0A1X3ADC1_BIFAD",0.884,601,2.09e-191,"0",NA,"aromatic amino acid dmt transporter yddg","methyl viologen resistance protein yddg",2.5e-231,637,"EG","EamA-like transporter family","-"
"SpeciesTaxid_1680.NC_008618.1_65","SpeciesTaxid_1680","Bifidobacterium_adolescentis","SpeciesTaxid_1680.NC_008618.1_65.pdb.gz","NO","NO","A0A174AED3","100","98.2","100","C","",NA,"UniRef90_A7A340 Uncharacterized protein n=1 Tax=Bifidobacterium adolescentis L2-32 TaxID=411481 RepID=A7A340_BIFAD",1,121,3.21e-30,"0",NA,"hypothetical protein",NA,NA,NA,NA,NA,NA
"SpeciesTaxid_1680.NC_008618.1_66","SpeciesTaxid_1680","Bifidobacterium_adolescentis","SpeciesTaxid_1680.NC_008618.1_66.pdb.gz","NO","NO","A0ZZG2","100","99.6","100","B","putative membrane protein",NA,"UniRef90_A0ZZG2 Uncharacterized protein n=167 Tax=Bacteria TaxID=2 RepID=A0ZZG2_BIFAA",0.902,1458,0,"0","putative membrane protein",NA,NA,0,1236,"S","YhgE Pip domain protein","-"
"SpeciesTaxid_1680.NC_008618.1_67","SpeciesTaxid_1680","Bifidobacterium_adolescentis","SpeciesTaxid_1680.NC_008618.1_67.pdb.gz","NO","NO","A0ZZG3","100","99.9","100","B","putative membrane protein",NA,"UniRef90_A0A174AGW2 ABC transporter n=137 Tax=Bacteria TaxID=2 RepID=A0A174AGW2_BIFAD",0.903,1701,0,"0","putative membrane protein",NA,NA,0,1527,"S","YhgE Pip domain protein","-"
"SpeciesTaxid_1680.NC_008618.1_68","SpeciesTaxid_1680","Bifidobacterium_adolescentis","SpeciesTaxid_1680.NC_008618.1_68.pdb.gz","NO","NO","A0A174AE94","100","99.7","100","B","fructose-bisphosphate aldolase, class II ","4.1.2.13","UniRef90_A0A087AXC0 Fructose-bisphosphate aldolase n=17 Tax=Bifidobacterium TaxID=1678 RepID=A0A087AXC0_9BIFI",0.936,720,1.14e-231,"0",NA,"multispecies: class ii fructose-bisphosphate aldolase","fructose-1,6-bisphosphate aldolase [4.1.2.13]",1.78e-262,719,"G","Fructose-bisphosphate aldolase class-II","4.1.2.13"
"SpeciesTaxid_1680.NC_008618.1_69","SpeciesTaxid_1680","Bifidobacterium_adolescentis","SpeciesTaxid_1680.NC_008618.1_69.pdb.gz","NO","NO","A0ZZG5","100","99.8","100","B","adenylosuccinate synthase ","6.3.4.4","UniRef90_Q8G6T9 Adenylosuccinate synthetase n=259 Tax=Bacteria TaxID=2 RepID=PURA_BIFLO",0.92,826,4.17e-267,"0","2-amino-2'-deoxyadenylo-succinate synthase [EC:6.3.4.25]",NA,NA,0,866,"F","Plays an important role in the de novo pathway of purine nucleotide biosynthesis. Catalyzes the first committed step in the biosynthesis of AMP from IMP","6.3.4.4"
"SpeciesTaxid_1680.NC_008618.1_70","SpeciesTaxid_1680","Bifidobacterium_adolescentis","SpeciesTaxid_1680.NC_008618.1_70.pdb.gz","NO","NO","A0A1X2Z6D7","99.8","99.8","100","B","",NA,"UniRef90_A0A173YXH5 Voltage gated channel protein n=59 Tax=Bifidobacterium TaxID=1678 RepID=A0A173YXH5_BIFAD",0.949,1062,0,"0",NA,"clc family h(+)/cl(-) exchange transporter",NA,0,1028,"P","Voltage gated chloride channel","-"
"SpeciesTaxid_1680.NC_008618.1_71","SpeciesTaxid_1680","Bifidobacterium_adolescentis","SpeciesTaxid_1680.NC_008618.1_71.pdb.gz","NO","NO","A0A6A2RBK4","100","99.7","100","B","fluoride exporter",NA,"UniRef90_A0ZZG7 Putative fluoride ion transporter CrcB n=39 Tax=Bifidobacterium TaxID=1678 RepID=A0ZZG7_BIFAA",0.879,651,5.75e-208,"0",NA,"crcb family protein",NA,1.94e-195,548,"U","Important for reducing fluoride concentration in the cell, thus reducing its toxicity","-"
"SpeciesTaxid_1680.NC_008618.1_72","SpeciesTaxid_1680","Bifidobacterium_adolescentis","SpeciesTaxid_1680.NC_008618.1_72.pdb.gz","NO","NO","A0A087DL44","99.2","99.2","100","C","fluoride exporter",NA,"UniRef90_A0A076JER1 Putative fluoride ion transporter CrcB n=11 Tax=Bifidobacterium TaxID=1678 RepID=A0A076JER1_BIFAD",0.939,254,4.22e-75,"0",NA,"crcb family protein","putative fluoride ion transporter crcb 1",9.43e-85,250,"U","Important for reducing fluoride concentration in the cell, thus reducing its toxicity","-"
"SpeciesTaxid_1680.NC_008618.1_73","SpeciesTaxid_1680","Bifidobacterium_adolescentis","SpeciesTaxid_1680.NC_008618.1_73.pdb.gz","NO","NO","A0ZZG8","100","99.8","98.2","B","branched-chain amino acid transport system permease protein",NA,"UniRef90_A0A0C2VC55 Branched-chain amino acid ABC transporter permease n=37 Tax=Bacteria TaxID=2 RepID=A0A0C2VC55_BIFAD",0.889,889,3.19e-288,"0","branched-chain amino acid transport system permease protein",NA,NA,6.44e-304,833,"U","Belongs to the binding-protein-dependent transport system permease family","-"
"SpeciesTaxid_1680.NC_008618.1_74","SpeciesTaxid_1680","Bifidobacterium_adolescentis","SpeciesTaxid_1680.NC_008618.1_74.pdb.gz","NO","NO","A7A349","100","99.7","100","B","branched-chain amino acid transport system permease protein",NA,"UniRef90_A0A076JJS5 Branched-chain amino acid ABC transporter permease n=38 Tax=Bifidobacterium TaxID=1678 RepID=A0A076JJS5_BIFAD",0.942,648,1.42e-207,"0",NA,"multispecies: branched-chain amino acid abc transporter permease",NA,1.18e-208,580,"U","Belongs to the binding-protein-dependent transport system permease family","-"
"SpeciesTaxid_1680.NC_008618.1_75","SpeciesTaxid_1680","Bifidobacterium_adolescentis","SpeciesTaxid_1680.NC_008618.1_75.pdb.gz","NO","NO","A0A087DL47","99.1","99.7","100","B","branched-chain amino acid transport system ATP-binding protein",NA,"UniRef90_A0A0C2Z501 ABC transporter ATP-binding protein n=46 Tax=Bifidobacterium TaxID=1678 RepID=A0A0C2Z501_BIFAD",0.963,697,3.21e-224,"0","D-xylose transport system permease protein",NA,NA,2.72e-238,656,"E","Branched-chain amino acid ATP-binding cassette transporter","-"
"SpeciesTaxid_1680.NC_008618.1_76","SpeciesTaxid_1680","Bifidobacterium_adolescentis","SpeciesTaxid_1680.NC_008618.1_76.pdb.gz","NO","NO","A0A0C2YRZ6","100","99.6","100","B","branched-chain amino acid transport system ATP-binding protein",NA,"UniRef90_D2Q738 Branched-chain amino acid transport system ATPase component n=41 Tax=Bifidobacterium TaxID=1678 RepID=D2Q738_BIFDB",0.869,518,1.39e-163,"0","ATP-binding cassette, subfamily B, multidrug efflux pump",NA,NA,3.05e-191,531,"E","ATPases associated with a variety of cellular activities","-"
"SpeciesTaxid_1680.NC_008618.1_77","SpeciesTaxid_1680","Bifidobacterium_adolescentis","SpeciesTaxid_1680.NC_008618.1_77.pdb.gz","NO","NO","A0A1X2Z5I8","99.5","99.8","100","B","branched-chain amino acid transport system substrate-binding protein",NA,"UniRef90_A0ZZH2 Branched-chain amino acid transport system substrate-binding protein n=29 Tax=Bacteria TaxID=2 RepID=A0ZZH2_BIFAA",0.913,813,8.66e-263,"0","neutral amino acid transport system substrate-binding protein",NA,NA,1.86e-254,704,"E","Receptor family ligand binding region","-"
"SpeciesTaxid_1680.NC_008618.1_78","SpeciesTaxid_1680","Bifidobacterium_adolescentis","SpeciesTaxid_1680.NC_008618.1_78.pdb.gz","NO","NO","A0A1X2Z5G5","100","99.7","100","B","LacI family transcriptional regulator, sucrose operon repressor",NA,"UniRef90_A0A076JKH8 LacI family DNA-binding transcriptional regulator n=30 Tax=Bifidobacterium TaxID=1678 RepID=A0A076JKH8_BIFAD",0.951,723,6.92e-233,"0","LacI family transcriptional regulator, sucrose operon repressor",NA,NA,1.02e-258,709,"K","helix_turn _helix lactose operon repressor","-"
"SpeciesTaxid_1680.NC_008618.1_79","SpeciesTaxid_1680","Bifidobacterium_adolescentis","SpeciesTaxid_1680.NC_008618.1_79.pdb.gz","NO","NO","A0ZZH4","100","99.7","100","B","",NA,"UniRef90_A0A087CVM0 4-amino-4-deoxychorismate lyase n=30 Tax=Bifidobacterium TaxID=1678 RepID=A0A087CVM0_BIFRU",0.97,649,2.52e-208,"0",NA,"multispecies: aminodeoxychorismate lyase",NA,2.61e-232,639,"EH","Amino-transferase class IV","4.1.3.38"
"SpeciesTaxid_1680.NC_008618.1_80","SpeciesTaxid_1680","Bifidobacterium_adolescentis","SpeciesTaxid_1680.NC_008618.1_80.pdb.gz","NO","NO","A0ZZH5","100","99.6","100","B","D-glutamate cyclase ","4.2.1.48","UniRef90_A0ZZH5 Putative hydro-lyase BAD_0077 n=28 Tax=Bifidobacterium TaxID=1678 RepID=Y077_BIFAA",0.987,565,7.46e-180,"0",NA,"putative hydro-lyase","putative hydro-lyase bad_0077 [4.2.1.-]",2.73e-199,551,"S","Protein of unknown function (DUF1445)","-"
"SpeciesTaxid_1680.NC_008618.1_81","SpeciesTaxid_1680","Bifidobacterium_adolescentis","SpeciesTaxid_1680.NC_008618.1_81.pdb.gz","NO","NO","A0A1X2ZDY9","99.3","99.3","100","C","5-oxoprolinase (ATP-hydrolysing) subunit A ","3.5.2.9","UniRef90_A0A076JG38 LamB/YcsF family protein n=7 Tax=Bifidobacterium TaxID=1678 RepID=A0A076JG38_BIFAD",0.964,288,1.27e-86,"0","5-oxoprolinase (ATP-hydrolysing) subunit A [EC:3.5.2.9]",NA,NA,3.84e-97,282,"S","LamB/YcsF family","-"
"SpeciesTaxid_1680.NC_008618.1_82","SpeciesTaxid_1680","Bifidobacterium_adolescentis","SpeciesTaxid_1680.NC_008618.1_82.pdb.gz","NO","NO","A0ZZH6","100","99.8","100","B","sucrose phosphorylase ","2.4.1.7","UniRef90_A0ZZH6 Sucrose phosphorylase n=328 Tax=Bacteria TaxID=2 RepID=SUCP_BIFAA",0.981,1044,0,"GH13 alpha-amylase (EC 3.2.1.1); pullulanase (EC 3.2.1.41); cyclomaltodextrin glucanotransferase (EC 2.4.1.19); cyclomaltodextrinase (EC 3.2.1.54); trehalose-6-phosphate hydrolase (EC 3.2.1.93); oligo-alpha-glucosidase (EC 3.2.1.10); maltogenic amylase (EC 3.2.1.133); neopullulanase (EC 3.2.1.135); alpha-glucosidase (EC 3.2.1.20); maltotetraose-forming alpha-amylase (EC 3.2.1.60); isoamylase (EC 3.2.1.68); glucodextranase (EC 3.2.1.70); maltohexaose-forming alpha-amylase (EC 3.2.1.98); maltotriose-forming alpha-amylase (EC 3.2.1.116); branching enzyme (EC 2.4.1.18); trehalose synthase (EC 5.4.99.16); 4-alpha-glucanotransferase (EC 2.4.1.25); maltopentaose-forming alpha-amylase (EC 3.2.1.-) ; amylosucrase (EC 2.4.1.4) ; sucrose phosphorylase (EC 2.4.1.7); malto-oligosyltrehalose trehalohydrolase (EC 3.2.1.141); isomaltulose synthase (EC 5.4.99.11); malto-oligosyltrehalose synthase (EC 5.4.99.15); amylo-alpha-1,6-glucosidase (EC 3.2.1.33); alpha-1,4-glucan: phosphate alpha-maltosyltransferase (EC 2.4.99.16); amino acid transporter; [retaining] sucrose 6(F)-phosphate phosphorylase (EC 2.4.1.329); [retaining] glucosylglycerol phosphorylase (EC 2.4.1.359); ; Glucosylglycerate phosphorylase (EC 2.4.1.352); [retaining] sucrose alpha-glucosidase (EC 3.2.1.48); oligosaccharide alpha-4-glucosyltransferase (EC 2.4.1.161); [retaining] alpha-amylase (EC 3.2.1.1)","sucrose phosphorylase [EC:2.4.1.7]",NA,NA,0,1018,"G","Domain of unknown function (DUF1964)","2.4.1.7"
"SpeciesTaxid_1680.NC_008618.1_83","SpeciesTaxid_1680","Bifidobacterium_adolescentis","SpeciesTaxid_1680.NC_008618.1_83.pdb.gz","NO","NO","A0ZZH7","100","99.8","100","B","",NA,"UniRef90_A0A0B5BE88 MFS domain-containing protein n=35 Tax=Bifidobacterium TaxID=1678 RepID=A0A0B5BE88_BIFAD",0.905,1003,0,"0",NA,"mfs transporter",NA,0,984,"G","Transporter major facilitator family protein","-"
"SpeciesTaxid_1680.NC_008618.1_84","SpeciesTaxid_1680","Bifidobacterium_adolescentis","SpeciesTaxid_1680.NC_008618.1_84.pdb.gz","NO","NO","A0ZZH8","100","99.8","100","B","",NA,"UniRef90_A0A076JJT8 MFS transporter n=69 Tax=Bacteria TaxID=2 RepID=A0A076JJT8_BIFAD",0.951,899,5.43e-292,"0","MFS transporter, PHS family, inorganic phosphate transporter",NA,NA,0,882,"EGP","Sugar (and other) transporter","-"
"SpeciesTaxid_1680.NC_008618.1_85","SpeciesTaxid_1680","Bifidobacterium_adolescentis","SpeciesTaxid_1680.NC_008618.1_85.pdb.gz","NO","NO","A0A076JLK2","100","99.7","100","B","ketol-acid reductoisomerase ","1.1.1.86","UniRef90_Q8G6V1 Ketol-acid reductoisomerase (NADP(+)) 2 n=279 Tax=root TaxID=1 RepID=ILVC2_BIFLO",0.953,703,3.95e-226,"0","ketol-acid reductoisomerase [EC:1.1.1.86]",NA,NA,3.05e-259,709,"H","Involved in the biosynthesis of branched-chain amino acids (BCAA). Catalyzes an alkyl-migration followed by a ketol- acid reduction of (S)-2-acetolactate (S2AL) to yield (R)-2,3- dihydroxy-isovalerate. In the isomerase reaction, S2AL is rearranged via a Mg-dependent methyl migration to produce 3- hydroxy-3-methyl-2-ketobutyrate (HMKB). In the reductase reaction, this 2-ketoacid undergoes a metal-dependent reduction by NADPH to yield (R)-2,3-dihydroxy-isovalerate","1.1.1.86"
"SpeciesTaxid_1680.NC_008618.1_86","SpeciesTaxid_1680","Bifidobacterium_adolescentis","SpeciesTaxid_1680.NC_008618.1_86.pdb.gz","NO","NO","A0ZZI0","100","99.7","100","B","ketol-acid reductoisomerase ","1.1.1.86","UniRef90_A0A7Y0ERX0 Ketol-acid reductoisomerase (NADP(+)) n=5 Tax=Terrabacteria group TaxID=1783272 RepID=A0A7Y0ERX0_9BIFI",0.944,686,2.51e-220,"0","ketol-acid reductoisomerase [EC:1.1.1.86]",NA,NA,2.49e-256,702,"H","Involved in the biosynthesis of branched-chain amino acids (BCAA). Catalyzes an alkyl-migration followed by a ketol- acid reduction of (S)-2-acetolactate (S2AL) to yield (R)-2,3- dihydroxy-isovalerate. In the isomerase reaction, S2AL is rearranged via a Mg-dependent methyl migration to produce 3- hydroxy-3-methyl-2-ketobutyrate (HMKB). In the reductase reaction, this 2-ketoacid undergoes a metal-dependent reduction by NADPH to yield (R)-2,3-dihydroxy-isovalerate","1.1.1.86"
"SpeciesTaxid_1680.NC_008618.1_87","SpeciesTaxid_1680","Bifidobacterium_adolescentis","SpeciesTaxid_1680.NC_008618.1_87.pdb.gz","NO","NO","A0ZZI1","100","99.8","98.7","B","sialate O-acetylesterase ","3.1.1.53","UniRef90_A0A173YZN7 Sialic acid-specific 9-O-acetylesterase n=55 Tax=Terrabacteria group TaxID=1783272 RepID=A0A173YZN7_BIFAD",0.972,1267,0,"0","sialate O-acetylesterase [EC:3.1.1.53]",NA,NA,0,1148,"E","Carbohydrate esterase, sialic acid-specific acetylesterase","3.1.1.53"
"SpeciesTaxid_1680.NC_008618.1_88","SpeciesTaxid_1680","Bifidobacterium_adolescentis","SpeciesTaxid_1680.NC_008618.1_88.pdb.gz","NO","NO","A0ZZI2","100","99.8","100","B","",NA,"UniRef90_A0A0G9MCQ3 Amino acid permease n=33 Tax=Bifidobacterium TaxID=1678 RepID=A0A0G9MCQ3_BIFAD",0.926,989,5.68175492717434e-322,"0","amino acid transporter, AAT family",NA,NA,0,966,"E","aromatic amino acid transport protein AroP K03293","-"
"SpeciesTaxid_1680.NC_008618.1_89","SpeciesTaxid_1680","Bifidobacterium_adolescentis","SpeciesTaxid_1680.NC_008618.1_89.pdb.gz","NO","NO","A0ZZI3","100","99.9","94.8","B","putative ABC transport system permease protein",NA,"UniRef90_A0A076JG55 Large transmembrane protein possibly involved in transport n=85 Tax=root TaxID=1 RepID=A0A076JG55_BIFAD",0.886,1840,0,"0",NA,"ftsx-like permease family protein",NA,0,1649,"V","FtsX-like permease family","-"
"SpeciesTaxid_1680.NC_008618.1_90","SpeciesTaxid_1680","Bifidobacterium_adolescentis","SpeciesTaxid_1680.NC_008618.1_90.pdb.gz","NO","NO","A0A1X3A2U6","99","99.8","100","B","",NA,"UniRef90_R6NY74 Na_H_Exchanger domain-containing protein n=120 Tax=root TaxID=1 RepID=R6NY74_9BIFI",0.835,859,1.56e-277,"0","monovalent cation:H+ antiporter-2, CPA2 family",NA,NA,0,898,"P","Sodium/hydrogen exchanger family","-"
"SpeciesTaxid_1680.NC_008618.1_91","SpeciesTaxid_1680","Bifidobacterium_adolescentis","SpeciesTaxid_1680.NC_008618.1_91.pdb.gz","NO","NO","A0ZZI5","100","99.6","100","B","sortase A ","3.4.22.70","UniRef90_A0ZZI5 Possible sortase-like protein n=5 Tax=Bifidobacterium TaxID=1678 RepID=A0ZZI5_BIFAA",0.917,514,2.17e-162,"0",NA,"class c sortase",NA,1.11e-116,347,"M","Sortase family","3.4.22.70"
"SpeciesTaxid_1680.NC_008618.1_92","SpeciesTaxid_1680","Bifidobacterium_adolescentis","SpeciesTaxid_1680.NC_008618.1_92.pdb.gz","NO","NO","A0A1X2Z5J4","99.6","99.8","100","B","",NA,"UniRef90_A0ZZI6 Amino acid permease n=109 Tax=Bifidobacterium TaxID=1678 RepID=A0ZZI6_BIFAA",0.93,1018,0,"0","amino acid transporter, AAT family",NA,NA,0,936,"E","Amino acid permease","-"
